0,ccs63
0,yri
0,hwh5
0,jmc189
0,hj75
0,hw217
1,py27
1,gc126
1,eah66
1,xl233
2,imb12
2,thiru03w
2,yz393
2,kll34
2,dh203
2,tjg29
3,seb113
3,mem100
3,anb49
4,znl5
4,eaw51
4,ksh50
4,rry2
4,sa299
4,df109
4,mk282
5,ngs8
5,nab43
5,usp3
5,am652
5,cv83
5,zt24
5,msl48
6,am652
6,sq22
6,ngs8
6,zt24
6,csk12
6,jr305
7,jl704
7,ecc33
7,dsn9
7,abb3
7,kbh25
7,glj16
8,vcr8
8,sad54
8,jcs91
8,py34
8,mx32
8,mmz10
8,cmp76
9,caw81
9,pjv16
9,dkm29
9,oao4
10,mc591
10,jrd44
10,bam60
11,bam60
11,ab696
11,mc591
11,gmc15
12,dbj11
12,jk155
12,rm347
13,mc604
13,mz131
13,jcm118
13,aal35
13,xy76
13,ns254
13,jlh146
14,jlt75
14,jcm118
14,poelm02w
14,jms61
15,bk141
15,awl14
15,mjb87
15,st286
15,rlw64
16,jsw51
16,cyy6
16,jwb69
16,bcl19
16,vys6
16,mq26
17,smh117
17,tym2
17,ym85
17,rea20
18,glo7
18,jd324
18,vkt4
18,epd11
19,madha02g
19,mja39
19,jtm59
19,rm282
19,mcb97
19,rt157
19,yc293
20,lw255
20,govin04w
20,bmg24
21,abw36
21,dgw8
21,dag69
22,alc87
22,tjm40
22,sfe2
22,lm177
22,ljc17
23,ys202
23,cy128
23,sf222
23,mew66
23,bnk5
24,meg91
24,xp19
24,nn64
24,tjs68
24,mrb72
24,hvk5
24,mbf25
25,ho41
25,yf50
25,ccs63
25,lq31
25,jw568
25,ehk10
26,sm564
26,ql101
26,tb188
26,ler30
26,neh10
26,krm75
26,pan8
27,cb268
27,jz266
27,pdk14
27,jl783
28,erl9
28,jes104
28,willa04w
28,vfc2
28,mmh69
28,mns17
29,gid
29,ew133
29,lsm34
29,kf107
30,erl9
30,willa04w
30,jes104
30,sp423
30,pas56
30,ckm19
31,mw403
31,ahk23
31,lac79
31,imm13
31,mhm46
32,mahmo02g
32,sjs78
32,hensl03w
32,jcd76
32,kfz
32,pgp5
33,jrf29
33,cm382
33,hw231
33,cbx
33,rcb49
33,eam74
34,dnr2
34,kz55
34,hj75
34,oik
35,nmm10
35,cac160
35,ke69
35,an187
35,clt37
36,slb134
36,cmo21
36,jah158
36,elf32
36,zs54
37,cap68
37,wq13
37,kgg16
37,nan14
37,mae22
37,bww16
37,lc294
38,an173
38,sulli03w
38,cdf21
38,mfb40
38,hhc7
38,al334
38,ic50
39,lc294
39,twc18
39,cmk75
40,cmk75
40,myc9
40,ms727
40,rjc51
41,jmr67
41,aus4
41,mrb93
41,rap52
41,wrs18
42,kah137
42,jas198
42,jw568
42,mt305
42,clb117
42,jmr67
43,mjl85
43,zz162
43,afm20
43,ejo13
43,ql63
43,ss810
44,cd255
44,lt167
44,anr44
45,knl22
45,fj23
45,mrc57
46,hrm18
46,ged13
46,crb54
46,agc31
47,cls96
47,rv57
47,ak458
47,jss99
47,jcw84
47,jp402
48,dyc6
48,abw36
48,eao11
48,jr365
49,szx2
49,pp161
49,rss56
49,jk352
49,vy11
50,das69
50,eh210
50,gmb36
50,vy11
50,ni14
50,sf192
50,dif4
51,lal62
51,eh210
51,jk352
51,dr148
52,mn185
52,elf26
52,sj191
52,as895
53,aec53
53,mek57
53,ww123
53,nnb4
53,nms52
53,nst8
53,ten9
54,ki34
54,ajr89
54,rm359
54,cab114
55,hs232
55,awb27
55,hs187
55,mdb80
55,scott03c
56,jtw61
56,ct240
56,bcs29
57,tn86
57,aa370
57,mtm55
58,tds28
58,sy127
58,mz86
58,th197
58,asr35
58,vr72
59,dkd13
59,glc21
59,eps19
59,lmm94
60,jjc73
60,atp24
60,sg401
60,wjl11
60,js695
61,car86
61,dc272
61,klw72
62,jrc80
62,nmw18
62,mac151
62,hhm5
63,cb268
63,wps5
63,nmw18
64,mvj6
64,cb427
64,cpl23
64,sx52
64,cam160
64,sb341
64,eab89
65,igf5
65,cef32
65,sjf21
65,lj151
65,jl649
65,as794
65,tw191
66,lcn10
66,cjf37
66,cd262
66,ecm50
66,ch361
66,prasa03g
67,do57
67,rx14
67,ebh31
67,cb356
67,an187
67,akp38
68,lz150
68,nwc13
68,ofj
68,knc23
68,burto02g
69,ofj
69,ejs53
69,jbe20
69,bened02c
69,xg50
69,mdr51
69,jej34
70,nwc13
70,ofj
70,st282
70,xg50
70,mtz4
70,ejs53
71,ppp14
71,tmb77
71,ahc12
71,jrc56
72,gn20
72,ql63
72,rab97
72,jdt51
72,vtc3
72,su30
73,kf146
73,ap212
73,aak42
73,tjs78
73,ks512
73,kv55
74,cda23
74,all72
74,lec46
74,cl456
74,mk329
74,aac45
74,rx28
75,sc420
75,mtr21
75,acj33
75,kw239
76,av131
76,mc448
76,vlc23
77,li17
77,lnr12
77,jlb152
78,br110
78,jlb175
78,bew31
78,mpj17
79,bmg25
79,lyt3
79,srd55
79,mmd57
80,kmj37
80,mp376
80,ajp80
80,moj3
80,ab608
81,xg41
81,wc148
81,rj71
81,esf10
82,olp3
82,kmk68
82,ugi
82,brf11
83,jdf58
83,pja23
83,jlk45
84,ejp39
84,rm282
84,klw63
84,slw74
84,jbp29
84,gma22
85,ejp39
85,bcm26
85,ek37
86,mad84
86,nny
86,ys206
87,yf44
87,ah450
87,kx28
87,mo140
88,dak37
88,mqt3
88,anb57
89,xx27
89,lkl9
89,han8
90,ges25
90,hvk5
90,zl196
90,ia55
90,aps27
91,dl188
91,rlb61
91,nn62
91,dkg16
92,wilso07c
92,jty4
92,ojr3
92,am716
92,sew78
92,aaa75
92,jlm178
93,sew78
93,eap42
93,dj131
93,isz2
93,gep12
93,meagh02g
94,cjd67
94,zas13
94,elc48
94,dmb111
94,cc594
94,dl188
95,hl325
95,km405
95,cb437
95,svk2
95,lp181
96,mmf38
96,mcv21
96,cks28
96,rmp49
96,dp155
96,mjc88
97,dp155
97,ck136
97,jsc86
98,cab114
98,ng156
98,gpn2
98,hk181
98,zh75
98,lotto02c
98,bpx
99,dj115
99,hl331
99,fu8
99,kmd80
100,seg47
100,bct21
100,srm65
101,srm65
101,zz165
101,seg47
101,xm21
101,nht5
101,vyx
102,map99
102,kag69
102,jeh95
102,msh67
102,crw47
103,pjr27
103,mm751
103,map99
104,sek38
104,sld69
104,pjh35
104,ssp47
104,jms286
104,sc618
105,js70
105,eol
105,lco11
105,zl151
106,lco11
106,elr28
106,hsa17
106,dk187
107,tc231
107,am534
107,tl201
107,smh117
107,zw146
107,cpd23
107,nc156
108,ts289
108,hw216
108,jcs111
109,lpw9
109,aet26
109,mg283
109,sm632
109,dhd4
109,sl474
109,wks8
110,sks64
110,jkc29
110,yt110
110,tz54
111,rjb52
111,am598
111,ppd6
111,mhw27
111,cn96
111,ai66
111,gg86
112,pcw10
112,js692
112,akd33
113,ceh74
113,cc594
113,kaj48
113,zf32
113,cd258
114,bdg21
114,ceh74
114,ctd19
114,kaj48
114,ceh50
115,skipp02g
115,yy123
115,ewp9
115,fz48
115,jmv32
115,wc146
116,llb9
116,eda12
116,klt51
116,bar32
116,jmr121
117,hes16
117,ml273
117,clark04w
118,mrs84
118,mb468
118,gb139
118,mmb70
118,mph18
119,mrs84
119,jke10
119,jbh53
120,tmj32
120,tk108
120,dd183
121,kwv
121,ka163
121,dnp15
121,mms119
121,yc288
121,lb298
121,jps78
122,ges24
122,ksb16
122,kwv
122,jbl34
122,ka163
122,ple7
123,rrh20
123,ple7
123,kgg14
123,bas80
123,krm21
124,jhh39
124,mf230
124,jaj74
124,itp3
124,ym132
125,ak486
125,yb64
125,shj10
125,rll42
125,sjp34
125,tmb51
126,rf91
126,zjd3
126,kk317
126,lbw20
127,mma45
127,yc346
127,egb16
127,jas274
128,cpk15
128,atb37
128,rmt34
129,akl39
129,taf23
129,klc65
129,eo63
129,tk161
129,yc350
129,say14
130,sl304
130,mc608
130,cm466
130,yc350
130,cfo5
130,dc291
130,eo63
131,bep22
131,tm248
131,mbm44
131,cy133
131,cv54
131,gws12
132,lcl23
132,cb427
132,cwb23
132,bh188
132,kth13
133,kw264
133,sb564
133,yx155
133,guite02w
134,ecl27
134,cas164
134,yx155
134,bad32
134,ai73
134,sb564
134,jd355
135,pxw
135,tdm49
135,sww16
135,yz496
135,cie2
136,vuksi02w
136,yg154
136,msm97
136,sg140
137,kes102
137,zas17
137,xh61
137,vev2
137,grd11
138,lai3
138,kr224
138,lb317
139,ai66
139,kt194
139,wardl003
139,ssk23
139,zz167
139,skc23
140,snk21
140,yl246
140,ri22
140,mb437
140,ava14
141,eab89
141,tjc58
141,ruske02w
142,ea127
142,yc296
142,dar58
142,smb116
142,mua
142,zdt2
143,mkt15
143,hq14
143,dsm2
144,tp170
144,cam122
